accession,start,stop,strand,geneID,locus,locus_tag,protein_product,length,protein_name
NW_007930892.1,41495,47175,+,19892548,,BBA_09536,XP_008602855.1,1397,transposase-like protein
NW_007930892.1,50575,52618,+,19892549,,BBA_09537,XP_008602856.1,432,nitrate assimilation regulatory protein nirA
NW_007930892.1,52848,54120,+,19892550,,BBA_09538,XP_008602857.1,373,DUF323 domain-containing protein
NW_007930892.1,56213,56968,+,19892551,,BBA_09539,XP_008602858.1,251,protein phosphatase regulator
NW_007930892.1,61612,63394,+,19892552,,BBA_09540,XP_008602859.1,437,hypothetical protein BBA_09540
NW_007930892.1,63711,64164,-,19892553,,BBA_09541,XP_008602860.1,120,hypothetical protein BBA_09541
NW_007930892.1,70031,72705,+,19892554,,BBA_09542,XP_008602861.1,707,C6 transcription factor
NW_007930892.1,74070,75797,+,19892555,,BBA_09543,XP_008602862.1,424,"fungal specific transcription factor, putative"
NW_007930892.1,76595,76990,-,19892556,,BBA_09544,XP_008602863.1,131,restless-like transposase
NW_007930892.1,77587,80408,+,19892557,,BBA_09545,XP_008602864.1,658,hypothetical protein BBA_09545
NW_007930892.1,80943,82540,+,19892558,,BBA_09546,XP_008602865.1,317,hypothetical protein BBA_09546
NW_007930892.1,83704,84453,+,19892559,,BBA_09547,XP_008602866.1,249,transposase-like protein
NW_007930892.1,88159,88497,-,19892560,,BBA_09548,XP_008602867.1,112,"reverse transcriptase, RNaseH"
NW_007930892.1,88986,90314,+,19892561,,BBA_09549,XP_008602868.1,405,hypothetical protein BBA_09549
NW_007930892.1,90538,91177,-,19892562,,BBA_09550,XP_008602869.1,137,sterol 24-C-methyltransferase
NW_007930859.1,2296,3787,+,19890287,,BBA_07275,XP_008600594.1,477,endonuclease/exonuclease/phosphatase family
NW_007930859.1,4542,6410,-,19890288,,BBA_07276,XP_008600595.1,557,hypothetical protein BBA_07276
NW_007930859.1,7965,9836,-,19890289,,BBA_07277,XP_008600596.1,599,hypothetical protein BBA_07277
NW_007930859.1,11400,12017,-,19890290,,BBA_07278,XP_008600597.1,165,hypothetical protein BBA_07278
NW_007930859.1,13122,13634,+,19890291,,BBA_07279,XP_008600598.1,102,hypothetical protein BBA_07279
NW_007930859.1,13975,15057,-,19890292,,BBA_07280,XP_008600599.1,360,"oxidoreductase 2-nitropropane dioxygenase family, putative"
NW_007930859.1,15588,17826,-,19890293,,BBA_07281,XP_008600600.1,660,urea active transporter
NW_007930859.1,18321,19900,+,19890294,,BBA_07282,XP_008600601.1,467,pristinamycin IIA synthase subunit A
NW_007930859.1,20619,22122,+,19890295,,BBA_07283,XP_008600602.1,396,alcohol dehydrogenase GroES-like domain-containing protein
NW_007930859.1,22534,24314,-,19890296,,BBA_07284,XP_008600603.1,549,C6 zinc finger domain protein
NW_007930859.1,25115,27356,-,19890297,,BBA_07285,XP_008600604.1,635,Multicopper oxidase family protein
NW_007930859.1,30273,32446,+,19890298,,BBA_07286,XP_008600605.1,669,Phosphoesterase-like protein
NW_007930859.1,33008,34384,-,19890299,,BBA_07287,XP_008600606.1,458,MFS monocarboxylate transporter
NW_007930859.1,35007,36752,+,19890300,,BBA_07288,XP_008600607.1,581,"C6 transcription factor, putative"
NW_007930859.1,36973,38295,-,19890301,,BBA_07289,XP_008600608.1,440,"alpha/beta hydrolase, putative"
NW_007930859.1,39373,39981,-,19890302,,BBA_07290,XP_008600609.1,141,hypothetical protein BBA_07290
NW_007930859.1,42856,43605,+,19890303,,BBA_07291,XP_008600610.1,249,peptidase A4 family protein
NW_007930859.1,43989,44630,-,19890304,,BBA_07292,XP_008600611.1,213,hypothetical protein BBA_07292
NW_007930859.1,47927,48847,+,19890305,,BBA_07293,XP_008600612.1,274,hypothetical protein BBA_07293
NW_007930859.1,52173,54388,+,19890306,,BBA_07294,XP_008600613.1,637,protease S8 tripeptidyl peptidase I (cln2)
NW_007930859.1,54541,56212,-,19890307,,BBA_07295,XP_008600614.1,522,Cytochrome P450 CYP578A2
NW_007930859.1,57426,58652,-,19890308,,BBA_07296,XP_008600615.1,408,peptidase family S58
NW_007930859.1,59526,60370,+,19890309,,BBA_07297,XP_008600616.1,251,"oxidoreductase, short-chain dehydrogenase/reductase"
NW_007930859.1,60745,63099,-,19890310,,BBA_07298,XP_008600617.1,659,Multicopper oxidase family protein
NW_007930859.1,65522,67773,+,19890311,,BBA_07299,XP_008600618.1,646,non-hemolytic phospholipase C precursor
NW_007930859.1,69661,71388,+,19890312,,BBA_07300,XP_008600619.1,575,C6 transcription factor
NW_007930859.1,71563,73173,-,19890313,,BBA_07301,XP_008600620.1,461,aldehyde dehydrogenase (NAD) family protein
NW_007930859.1,74433,75357,-,19890314,,BBA_07302,XP_008600621.1,255,GMP synthase
NW_007930859.1,78147,80253,+,19890315,,BBA_07303,XP_008600622.1,661,hypothetical protein BBA_07303
NW_007930859.1,80442,82681,-,19890316,,BBA_07304,XP_008600623.1,585,"malate dehydrogenase, putative"
NW_007930859.1,83358,84446,-,19890317,,BBA_07305,XP_008600624.1,254,calcium binding protein Caleosin
NW_007930859.1,88184,89752,+,19890318,,BBA_07306,XP_008600625.1,522,hypothetical protein BBA_07306
NW_007930859.1,90535,92167,+,19890319,,BBA_07307,XP_008600626.1,480,methyltransferase-like protein
NW_007930859.1,92260,93552,-,19890320,,BBA_07308,XP_008600627.1,430,hypothetical protein BBA_07308
NW_007930859.1,94731,96709,-,19890321,,BBA_07309,XP_008600628.1,627,Phosphoesterase-like protein
NW_007930859.1,97422,99746,-,19890322,,BBA_07310,XP_008600629.1,732,ATP-dependent DNA helicase recQ
NW_007930859.1,101130,103190,+,19890323,,BBA_07311,XP_008600630.1,649,ferro-O2-oxidoreductase
NW_007930859.1,104265,106084,+,19890324,,BBA_07312,XP_008600631.1,547,sugar transporter
NW_007930892.1,91536,93342,+,19892563,,BBA_09551,XP_008602870.1,439,"C6 transcription factor, putative"
NW_007930893.1,2529,4150,+,19892564,,BBA_09552,XP_008602871.1,480,hypothetical protein BBA_09552
NW_007930893.1,5664,7238,+,19892565,,BBA_09553,XP_008602872.1,117,hypothetical protein BBA_09553
NW_007930893.1,8155,8483,+,19892566,,BBA_09554,XP_008602873.1,89,hypothetical protein BBA_09554
NW_007930893.1,13633,14123,+,19892567,,BBA_09555,XP_008602874.1,75,hypothetical protein BBA_09555
NW_007930893.1,17082,17776,-,19892568,,BBA_09556,XP_008602875.1,203,hypothetical protein BBA_09556
NW_007930893.1,19217,20119,-,19892569,,BBA_09557,XP_008602876.1,187,hypothetical protein BBA_09557
NW_007930893.1,20480,22323,+,19892570,,BBA_09558,XP_008602877.1,292,hypothetical protein BBA_09558
NW_007930893.1,24268,24783,+,19892571,,BBA_09559,XP_008602878.1,171,reverse transcriptase
NW_007930893.1,26912,27920,+,19892572,,BBA_09560,XP_008602879.1,310,GATA zinc finger protein
NW_007930893.1,31557,33563,-,19892573,,BBA_09561,XP_008602880.1,320,"F-box domain, Skp2"
NW_007930893.1,36181,37121,-,19892574,,BBA_09562,XP_008602881.1,116,adenosine deaminase
NW_007930893.1,38269,39033,+,19892575,,BBA_09563,XP_008602882.1,210,hypothetical protein BBA_09563
NW_007930893.1,39729,40489,+,19892576,,BBA_09564,XP_008602883.1,227,reverse transcriptase
NW_007930893.1,41915,42690,-,19892577,,BBA_09565,XP_008602884.1,183,hypothetical protein BBA_09565
NW_007930893.1,45369,45866,-,19892578,,BBA_09566,XP_008602885.1,165,Acyl-CoA N-acyltransferase
NW_007930893.1,46067,46657,+,19892579,,BBA_09567,XP_008602886.1,196,myb-like DNA-binding domain-containing protein
NW_007930893.1,48333,49473,+,19892580,,BBA_09568,XP_008602887.1,290,pol-like protein
NW_007930893.1,51118,51991,-,19892581,,BBA_09569,XP_008602888.1,254,hypothetical protein BBA_09569
NW_007930893.1,59890,60961,+,19892582,,BBA_09570,XP_008602889.1,249,hypothetical protein BBA_09570
NW_007930893.1,63289,64084,-,19892583,,BBA_09571,XP_008602890.1,239,hypothetical protein BBA_09571
NW_007930893.1,64823,66137,+,19892584,,BBA_09572,XP_008602891.1,416,transposase-like protein
NW_007930893.1,71399,73325,-,19892585,,BBA_09573,XP_008602892.1,540,Cytochrome P450 CYP542B3
NW_007930893.1,76611,78284,+,19892586,,BBA_09574,XP_008602893.1,383,hypothetical protein BBA_09574
NW_007930893.1,81161,82188,+,19892587,,BBA_09575,XP_008602894.1,309,hypothetical protein BBA_09575
NW_007930893.1,82675,83589,-,19892588,,BBA_09576,XP_008602895.1,304,hypothetical protein BBA_09576
NW_007930893.1,83904,85262,+,19892589,,BBA_09577,XP_008602896.1,381,hypothetical protein BBA_09577
NW_007930893.1,86913,88573,-,19892590,,BBA_09578,XP_008602897.1,535,hypothetical protein BBA_09578
NW_007930893.1,89680,90706,+,19892591,,BBA_09579,XP_008602898.1,246,hypothetical protein BBA_09579
NW_007930894.1,4039,4513,-,19892592,,BBA_09580,XP_008602899.1,120,zinc finger containing protein
NW_007930894.1,6019,8839,+,19892593,,BBA_09581,XP_008602900.1,787,aconitate hydratase
NW_007930894.1,9648,10652,+,19892594,,BBA_09582,XP_008602901.1,264,rhomboid family protein
NW_007930894.1,14335,16290,+,19892595,,BBA_09583,XP_008602902.1,591,GPI transamidase component GAA1
NW_007930894.1,16515,17778,-,19892596,,BBA_09584,XP_008602903.1,379,PCI domain-containing protein
NW_007930894.1,23986,28471,-,19892597,,BBA_09585,XP_008602904.1,1102,symbiotic chitinase
NW_007930894.1,29485,31292,+,19892598,,BBA_09586,XP_008602905.1,563,LysM domain-containing protein
NW_007930894.1,33271,34975,-,19892599,,BBA_09587,XP_008602906.1,513,pyoverdine/dityrosine biosynthesis protein
NW_007930894.1,35971,37619,+,19892600,,BBA_09588,XP_008602907.1,493,Cytochrome P450 CYP56C1
NW_007930894.1,37990,39878,-,19892601,,BBA_09589,XP_008602908.1,537,autophagy-related protein 22
NW_007930859.1,106151,107125,-,19890325,,BBA_07313,XP_008600632.1,324,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase
NW_007930859.1,108261,110781,+,19890326,,BBA_07314,XP_008600633.1,795,extracellular dipeptidyl-peptidase Dpp4
NW_007930859.1,111562,113169,+,19890327,,BBA_07315,XP_008600634.1,535,endonuclease/exonuclease/phosphatase family
NW_007930859.1,113979,115211,+,19890328,,BBA_07316,XP_008600635.1,389,amino acid permease
NW_007930859.1,115893,117890,+,19890329,,BBA_07317,XP_008600636.1,665,cell cycle control protein
NW_007930859.1,118299,120830,-,19890330,,BBA_07318,XP_008600637.1,828,hydrolase-like protein
NW_007930859.1,123544,124698,+,19890331,,BBA_07319,XP_008600638.1,384,hypothetical protein BBA_07319
NW_007930859.1,125392,126444,-,19890332,,BBA_07320,XP_008600639.1,350,subtilisin-like protease PR1F
NW_007930859.1,128617,131381,+,19890333,,BBA_07321,XP_008600640.1,683,serine protease
NW_007930859.1,133354,133605,+,19890334,,BBA_07322,XP_008600641.1,83,hypothetical protein BBA_07322
NW_007930859.1,134683,136320,+,19890335,,BBA_07323,XP_008600642.1,509,6-phosphogluconate dehydrogenase
NW_007930859.1,136655,138814,-,19890336,,BBA_07324,XP_008600643.1,684,breast cancer protein
NW_007930859.1,139973,140407,+,19890337,,BBA_07325,XP_008600644.1,91,hypothetical protein BBA_07325
NW_007930859.1,140732,142107,-,19890338,,BBA_07326,XP_008600645.1,416,phosphoglycerate kinase
NW_007930859.1,142877,144420,-,19890339,,BBA_07327,XP_008600646.1,490,putative MEI5 protein
NW_007930859.1,146707,147466,-,19890340,,BBA_07328,XP_008600647.1,126,hypothetical protein BBA_07328
NW_007930859.1,148349,148748,+,19890341,,BBA_07329,XP_008600648.1,95,hypothetical protein BBA_07329
NW_007930859.1,149329,150362,-,19890342,,BBA_07330,XP_008600649.1,254,vacuolar membrane protein
NW_007930859.1,151131,152029,-,19890343,,BBA_07331,XP_008600650.1,266,"N,O-diacetyl muramidase, putative"
NW_007930859.1,154808,156295,+,19890344,,BBA_07332,XP_008600651.1,409,aspartyl proteinase
NW_007930859.1,156571,157009,-,19890345,,BBA_07333,XP_008600652.1,71,hypothetical protein BBA_07333
NW_007930859.1,158525,161152,-,19890346,,BBA_07334,XP_008600653.1,875,C6 zinc finger domain-containing protein
NW_007930859.1,162502,164158,+,19890347,,BBA_07335,XP_008600654.1,529,Cytochrome P450 CYP655C1
NW_007930859.1,164565,166253,-,19890348,,BBA_07336,XP_008600655.1,490,Cytochrome P450 CYP623C1
NW_007930859.1,166856,168022,-,19890349,,BBA_07337,XP_008600656.1,388,Alcohol dehydrogenase
NW_007930859.1,168696,181623,+,19890350,,BBA_07338,XP_008600657.1,4235,tenellin polyketide synthase
NW_007930859.1,181829,184251,-,19890351,,BBA_07339,XP_008600658.1,764,Putative Zn(II)2Cys6 transcription factor
NW_007930859.1,185470,186860,+,19890352,,BBA_07340,XP_008600659.1,420,monocarboxylate permease-like protein
NW_007930859.1,189762,190211,+,19890353,,BBA_07341,XP_008600660.1,149,C6 transcription factor RosA-like protein
NW_007930859.1,190260,191423,+,19890354,,BBA_07342,XP_008600661.1,387,C6 transcription factor
NW_007930859.1,195115,195992,-,19890355,,BBA_07343,XP_008600662.1,212,GTP-binding protein rho2
NW_007930859.1,197708,198385,-,19890356,,BBA_07344,XP_008600663.1,225,chloroperoxidase-like protein
NW_007930859.1,202242,203387,-,19890357,,BBA_07345,XP_008600664.1,349,glycoside hydrolase family 16 protein
NW_007930859.1,204279,206514,+,19890358,,BBA_07346,XP_008600665.1,700,class VII chitin synthase
NW_007930859.1,207249,208475,-,19890359,,BBA_07347,XP_008600666.1,374,hypothetical protein BBA_07347
NW_007930859.1,209794,210868,-,19890360,,BBA_07348,XP_008600667.1,328,hypothetical protein BBA_07348
NW_007930859.1,214463,216013,-,19890361,,BBA_07349,XP_008600668.1,476,vitamin H transporter
NW_007930859.1,216616,217593,+,19890362,,BBA_07350,XP_008600669.1,285,short-chain dehydrogenase
NW_007930859.1,217692,219543,-,19890363,,BBA_07351,XP_008600670.1,533,Major Facilitator Superfamily protein
NW_007930894.1,40580,42466,+,19892602,,BBA_09590,XP_008602909.1,525,major facilitator superfamily transporter
NW_007930894.1,45777,46760,+,19892603,,BBA_09591,XP_008602910.1,327,"aspergillopepsin, putative"
NW_007930894.1,46875,48485,-,19892604,,BBA_09592,XP_008602911.1,496,major facilitator superfamily transporter
NW_007930894.1,49120,50208,+,19892605,,BBA_09593,XP_008602912.1,362,adenosine deaminase
NW_007930894.1,52566,54431,+,19892606,,BBA_09594,XP_008602913.1,621,putative peptidylarginine deiminase
NW_007930894.1,56702,57331,+,19892607,,BBA_09595,XP_008602914.1,209,hypothetical protein BBA_09595
NW_007930894.1,58084,58903,-,19892608,,BBA_09596,XP_008602915.1,197,succinate dehydrogenase cytochrome b subunit
NW_007930894.1,59184,60250,+,19892609,,BBA_09597,XP_008602916.1,295,"oxidoreductase, short chain dehydrogenase/reductase family protein"
NW_007930894.1,60629,61603,-,19892610,,BBA_09598,XP_008602917.1,308,"oxidoreductase, short-chain dehydrogenase/reductase family"
NW_007930894.1,62407,63966,+,19892611,,BBA_09599,XP_008602918.1,442,alcohol dehydrogenase GroES-like domain-containing protein
NW_007930894.1,66426,70386,+,19892612,,BBA_09600,XP_008602919.1,820,FluG domain-containing protein
NW_007930894.1,70750,71292,-,19892613,,BBA_09601,XP_008602920.1,180,protein kinase subdomain-containing protein
NW_007930894.1,74772,76047,+,19892614,,BBA_09602,XP_008602921.1,349,hypothetical protein BBA_09602
NW_007930894.1,76052,76831,-,19892615,,BBA_09603,XP_008602922.1,259,transposase-like protein
NW_007930894.1,77830,78648,-,19892616,,BBA_09604,XP_008602923.1,230,synaptobrevin-like protein
NW_007930894.1,79147,79653,+,19892617,,BBA_09605,XP_008602924.1,168,chitinase-like protein
NW_007930894.1,80408,82017,+,19892618,,BBA_09606,XP_008602925.1,373,hypothetical protein BBA_09606
NW_007930894.1,84063,86683,-,19892619,,BBA_09607,XP_008602926.1,764,metalloprotease-like protein
NW_007930894.1,87492,88594,-,19892620,,BBA_09608,XP_008602927.1,277,hypothetical protein BBA_09608
NW_007930895.1,2507,4129,+,19892621,,BBA_09609,XP_008602928.1,470,hypothetical protein BBA_09609
NW_007930895.1,4819,5401,-,19892622,,BBA_09610,XP_008602929.1,176,dynamin family protein
NW_007930895.1,5457,6182,-,19892623,,BBA_09611,XP_008602930.1,224,interferon-induced GTP-binding protein Mx
NW_007930895.1,6360,7273,-,19892624,,BBA_09612,XP_008602931.1,204,interferon-induced GTP-binding protein Mx
NW_007930895.1,10620,11301,-,19892625,,BBA_09613,XP_008602932.1,209,vegetative incompatibility protein HET-E-1
NW_007930895.1,12579,13763,-,19892626,,BBA_09614,XP_008602933.1,394,hypothetical protein BBA_09614
NW_007930895.1,14963,16085,-,19892627,,BBA_09615,XP_008602934.1,142,hypothetical protein BBA_09615
NW_007930895.1,17626,19589,+,19892628,,BBA_09616,XP_008602935.1,633,SET domain-containing protein 5
NW_007930895.1,22047,26342,-,19892629,,BBA_09617,XP_008602936.1,1320,NFX1-type zinc finger-containing protein 1
NW_007930895.1,28522,30725,+,19892630,,BBA_09618,XP_008602937.1,705,"dynamin GTPase, putative"
NW_007930895.1,33243,34462,-,19892631,,BBA_09619,XP_008602938.1,243,hypothetical protein BBA_09619
NW_007930895.1,35742,36815,+,19892632,,BBA_09620,XP_008602939.1,357,hypothetical protein BBA_09620
NW_007930895.1,39225,41919,-,19892633,,BBA_09621,XP_008602940.1,773,"glycosyl hydrolase, putative"
NW_007930895.1,43434,44099,-,19892634,,BBA_09622,XP_008602941.1,221,transposase-like protein
NW_007930895.1,46378,47460,-,19892635,,BBA_09623,XP_008602942.1,360,hypothetical protein BBA_09623
NW_007930895.1,49504,49889,+,19892636,,BBA_09624,XP_008602943.1,107,hypothetical protein BBA_09624
NW_007930895.1,51855,53401,+,19892637,,BBA_09625,XP_008602944.1,488,dsp1-1-like protein
NW_007930895.1,54702,55361,-,19892638,,BBA_09626,XP_008602945.1,183,hypothetical protein BBA_09626
NW_007930895.1,56834,59431,-,19892639,,BBA_09627,XP_008602946.1,847,hypothetical protein BBA_09627
NW_007930859.1,220436,221710,+,19890364,,BBA_07352,XP_008600671.1,424,hypothetical protein BBA_07352
NW_007930859.1,222051,222413,-,19890365,,BBA_07353,XP_008600672.1,120,ribose 5-phosphate isomerase
NW_007930859.1,222877,223824,+,19890366,,BBA_07354,XP_008600673.1,289,"fructose-bisphosphate aldolase, putative"
NW_007930859.1,224062,225971,-,19890367,,BBA_07355,XP_008600674.1,617,Putative Zn(II)2Cys6 transcription factor
NW_007930859.1,226422,228379,+,19890368,,BBA_07356,XP_008600675.1,633,dihydroxyacetone kinase
NW_007930859.1,228612,232154,+,19890369,,BBA_07357,XP_008600676.1,1163,TPR domain protein
NW_007930859.1,232624,233265,-,19890370,,BBA_07358,XP_008600677.1,213,hypothetical protein BBA_07358
NW_007930859.1,236020,237984,-,19890371,,BBA_07359,XP_008600678.1,654,hypothetical protein BBA_07359
NW_007930859.1,242414,243524,-,19890372,,BBA_07360,XP_008600679.1,291,hypothetical protein BBA_07360
NW_007930859.1,244146,244786,+,19890373,,BBA_07361,XP_008600680.1,172,microsomal signal peptidase 18 kDa subunit
NW_007930859.1,245388,245962,-,19890374,,BBA_07362,XP_008600681.1,162,putative membrane protein
NW_007930859.1,247042,247359,+,19890375,,BBA_07363,XP_008600682.1,105,hypothetical protein BBA_07363
NW_007930859.1,250404,251398,+,19890376,,BBA_07364,XP_008600683.1,314,tat pathway signal sequence
NW_007930859.1,251735,254297,-,19890377,,BBA_07365,XP_008600684.1,793,kinesin motor domain-containing protein
NW_007930859.1,255112,256927,-,19890378,,BBA_07366,XP_008600685.1,554,ORF28R-like protein
NW_007930859.1,258866,261517,-,19890379,,BBA_07367,XP_008600686.1,623,hypothetical protein BBA_07367
NW_007930859.1,266039,266919,+,19890380,,BBA_07368,XP_008600687.1,261,hypothetical protein BBA_07368
NW_007930859.1,269918,271348,+,19890381,,BBA_07369,XP_008600688.1,476,"peptidase S1 and S6, chymotrypsin/Hap"
NW_007930859.1,272697,274546,-,19890382,,BBA_07370,XP_008600689.1,568,penicillin-binding protein
NW_007930859.1,275412,276511,-,19890383,,BBA_07371,XP_008600690.1,344,alcohol dehydrogenase
NW_007930859.1,277667,279054,-,19890384,,BBA_07372,XP_008600691.1,442,"homogentisate 1,2-dioxygenase"
NW_007930859.1,280450,280730,-,19890385,,BBA_07373,XP_008600692.1,51,hypothetical protein BBA_07373
NW_007930859.1,282474,283043,+,19890386,,BBA_07374,XP_008600693.1,189,hypothetical protein BBA_07374
NW_007930859.1,285146,286064,-,19890387,,BBA_07375,XP_008600694.1,252,hypothetical protein BBA_07375
NW_007930859.1,286877,290665,-,19890388,,BBA_07376,XP_008600695.1,1122,hypothetical protein BBA_07376
NW_007930859.1,291548,292436,+,19890389,,BBA_07377,XP_008600696.1,214,hypothetical protein BBA_07377
NW_007930859.1,297472,300526,+,19890390,,BBA_07378,XP_008600697.1,999,putative histidine kinase HHK3p
NW_007930859.1,306908,311796,+,19890391,,BBA_07379,XP_008600698.1,1562,transferase family protein
NW_007930859.1,312566,314317,+,19890392,,BBA_07380,XP_008600699.1,583,siderophore iron transporter mirB
NW_007930859.1,315165,316058,+,19890393,,BBA_07381,XP_008600700.1,297,BTB/POZ domain containing protein
NW_007930859.1,317143,317795,-,19890394,,BBA_07382,XP_008600701.1,189,hypothetical protein AN7484
NW_007930859.1,318706,320112,-,19890395,,BBA_07383,XP_008600702.1,468,hypothetical protein BBA_07383
NW_007930859.1,320989,323157,+,19890396,,BBA_07384,XP_008600703.1,722,Brf1-like TBP-binding domain-containing protein
NW_007930859.1,323319,325411,-,19890397,,BBA_07385,XP_008600704.1,576,MFS transporter
NW_007930859.1,328135,328514,+,19890398,,BBA_07386,XP_008600705.1,88,hypothetical protein BBA_07386
NW_007930859.1,329413,331101,-,19890399,,BBA_07387,XP_008600706.1,562,general amidase GmdB
NW_007930859.1,331861,333474,-,19890400,,BBA_07388,XP_008600707.1,537,"Glycoside hydrolase, catalytic core"
NW_007930859.1,334220,335778,-,19890401,,BBA_07389,XP_008600708.1,500,protein phosphatase 2C
NW_007930859.1,336601,337269,+,19890402,,BBA_07390,XP_008600709.1,222,DNA-binding protein
NW_007930895.1,60779,63976,-,19892640,,BBA_09628,XP_008602947.1,976,C6 zinc finger domain-containing protein
NW_007930895.1,67708,69656,+,19892641,,BBA_09629,XP_008602948.1,634,hypothetical protein BBA_09629
NW_007930895.1,69824,70319,-,19892642,,BBA_09630,XP_008602949.1,92,hypothetical protein BBA_09630
NW_007930895.1,75751,76293,+,19892643,,BBA_09631,XP_008602950.1,114,hypothetical protein BBA_09631
NW_007930895.1,77748,83446,-,19892644,,BBA_09632,XP_008602951.1,1234,phosphotransferase family protein
NW_007930895.1,83920,84797,-,19892645,,BBA_09633,XP_008602952.1,254,reverse transcriptase
NW_007930896.1,2346,3646,-,19892646,,BBA_09634,XP_008602953.1,343,short chain dehydrogenase
NW_007930896.1,5296,6634,-,19892647,,BBA_09635,XP_008602954.1,423,acyl-CoA dehydrogenase domain-containing protein
NW_007930896.1,6826,8923,+,19892648,,BBA_09636,XP_008602955.1,647,carboxyl transferase domain-containing protein
NW_007930896.1,9338,11806,-,19892649,,BBA_09637,XP_008602956.1,803,hypothetical protein BBA_09637
NW_007930896.1,15930,16946,-,19892650,,BBA_09638,XP_008602957.1,321,hypothetical protein BBA_09638
NW_007930896.1,17479,19487,-,19892651,,BBA_09639,XP_008602958.1,630,hypothetical protein BBA_09639
NW_007930896.1,20995,22031,+,19892652,,BBA_09640,XP_008602959.1,306,abscisic acid ABA receptor
NW_007930896.1,27749,29064,+,19892653,,BBA_09641,XP_008602960.1,397,Fungal Zn binuclear cluster domain containing protein
NW_007930896.1,33021,33976,-,19892654,,BBA_09642,XP_008602961.1,306,hypothetical protein BBA_09642
NW_007930896.1,34178,35158,+,19892655,,BBA_09643,XP_008602962.1,308,pre-mRNA-splicing factor 38B
NW_007930896.1,36861,39343,+,19892656,,BBA_09644,XP_008602963.1,808,PA domain-containing protein
NW_007930896.1,41185,41618,-,19892657,,BBA_09645,XP_008602964.1,125,hypothetical protein BBA_09645
NW_007930896.1,46945,48231,+,19892658,,BBA_09646,XP_008602965.1,428,hypothetical protein BBA_09646
NW_007930896.1,48689,50249,-,19892659,,BBA_09647,XP_008602966.1,483,"C-14 sterol reductase, putative"
NW_007930896.1,50824,51396,-,19892660,,BBA_09648,XP_008602967.1,169,hypothetical protein BBA_09648
NW_007930896.1,52595,57058,+,19892661,,BBA_09649,XP_008602968.1,1471,WD repeat-containing protein
NW_007930896.1,57533,58597,+,19892662,,BBA_09650,XP_008602969.1,335,"porphobilinogen deaminase Hem3, putative"
NW_007930896.1,59465,60162,+,19892663,,BBA_09651,XP_008602970.1,149,ubiquitin-conjugating enzyme
NW_007930896.1,60532,61403,-,19892664,,BBA_09652,XP_008602971.1,173,ATP synthase subunit D
NW_007930896.1,61887,62669,-,19892665,,BBA_09653,XP_008602972.1,205,nascent polypeptide-associated complex (NAC) subunit
NW_007930896.1,63397,63942,-,19892666,,BBA_09654,XP_008602973.1,147,60S ribosomal protein L14-B
NW_007930896.1,65835,66414,+,19892667,,BBA_09655,XP_008602974.1,141,hypothetical protein BBA_09655
NW_007930896.1,66870,70406,+,19892668,,BBA_09656,XP_008602975.1,1125,hypothetical protein BBA_09656
NW_007930896.1,70744,71336,-,19892669,,BBA_09657,XP_008602976.1,92,NADH-ubiquinone oxidoreductase 10.5 kDa subunit
NW_007930896.1,72097,72836,+,19892670,,BBA_09658,XP_008602977.1,187,UPF0041 domain protein
NW_007930896.1,73630,78780,-,19892671,,BBA_09659,XP_008602978.1,1716,CNH domain-containing protein
NW_007930896.1,80972,81766,-,19892672,,BBA_09660,XP_008602979.1,264,short chain dehydrogenase/reductase family oxidoreductase
NW_007930896.1,82282,83820,-,19892673,,BBA_09661,XP_008602980.1,491,"homogentisate 1,2-dioxygenase"
NW_007930897.1,482,1761,-,19892674,,BBA_09662,XP_008602981.1,374,Tfo1 transposase
NW_007930897.1,2746,2974,-,19892675,,BBA_09663,XP_008602982.1,55,ATP synthase F1
NW_007930897.1,5090,5605,+,19892676,,BBA_09664,XP_008602983.1,171,glycosyltransferase family 20
NW_007930897.1,6800,7821,-,19892677,,BBA_09665,XP_008602984.1,226,hypothetical protein BBA_09665
NW_007930859.1,337741,338682,+,19890403,,BBA_07391,XP_008600710.1,313,"calcineurin-like phosphoesterase, putative"
NW_007930859.1,339420,340793,-,19890404,,BBA_07392,XP_008600711.1,441,ribosome biogenesis protein SSF1
NW_007930859.1,341109,342592,+,19890405,,BBA_07393,XP_008600712.1,472,DEAD/DEAH box helicase
NW_007930859.1,343218,349818,-,19890406,,BBA_07394,XP_008600713.1,2182,"transcriptional corepressor, putative"
NW_007930859.1,350618,352940,+,19890407,,BBA_07395,XP_008600714.1,690,bud site selection protein
NW_007930859.1,353434,354665,+,19890408,,BBA_07396,XP_008600715.1,384,XPA-binding protein
NW_007930859.1,354939,355253,-,19890409,,BBA_07397,XP_008600716.1,77,"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
NW_007930859.1,356150,356734,+,19890410,,BBA_07398,XP_008600717.1,194,HIT domain-containing protein
NW_007930859.1,356902,358001,-,19890411,,BBA_07399,XP_008600718.1,297,glycerol dehydrogenase Gcy1
NW_007930859.1,358448,358819,-,19890412,,BBA_07400,XP_008600719.1,123,hypothetical protein BBA_07400
NW_007930859.1,359259,361351,-,19890413,,BBA_07401,XP_008600720.1,620,fungal specific transcription factor
NW_007930859.1,361771,362820,+,19890414,,BBA_07402,XP_008600721.1,333,kelch repeat protein
